ensembl_gene_id	description
ENSOCUG00000006778	emopamil binding protein like 
ENSOCUG00000013934	coiled-coil domain containing 189 
ENSOCUG00000006781	karyopherin subunit alpha 3 
ENSOCUG00000014455	ectonucleotide pyrophosphatase/phosphodiesterase family member 1  
ENSOCUG00000013946	phosphorylase kinase catalytic subunit gamma 2 
ENSOCUG00000027577	SPRY domain containing 7 
ENSOCUG00000026692	
ENSOCUG00000003083	tripartite motif containing 13 
ENSOCUG00000003085	potassium channel regulator 
ENSOCUG00000023242	
ENSOCUG00000004689	
ENSOCUG00000021415	
ENSOCUG00000002718	
ENSOCUG00000021603	
ENSOCUG00000003938	deleted in lymphocytic leukemia, 7 
ENSOCUG00000014221	fibrosin 
ENSOCUG00000002835	connective tissue growth factor 
ENSOCUG00000008904	ribonuclease H2 subunit B 
ENSOCUG00000023458	proline rich 14 
ENSOCUG00000004920	
ENSOCUG00000008469	monooxygenase DBH like 1 
ENSOCUG00000005289	mitochondrial ribosome associated GTPase 2 
ENSOCUG00000029542	zinc finger protein 689 
ENSOCUG00000000875	family with sequence similarity 124 member A 
ENSOCUG00000015416	zinc finger protein 688 
ENSOCUG00000021239	SS18L1, nBAF chromatin remodeling complex subunit 
ENSOCUG00000026290	serpin family E member 3 
ENSOCUG00000029438	
ENSOCUG00000029133	zinc finger protein 768 
ENSOCUG00000014106	syntaxin 7 
ENSOCUG00000000876	integrator complex subunit 6 
ENSOCUG00000008279	trace amine associated receptor 9 (gene/pseudogene) 
ENSOCUG00000022872	
ENSOCUG00000010151	WD repeat and FYVE domain containing 2 
ENSOCUG00000027175	
ENSOCUG00000009254	coiled-coil domain containing 70 
ENSOCUG00000010942	trace amine associated receptor 6 
ENSOCUG00000013335	
ENSOCUG00000017661	trace amine associated receptor 5 
ENSOCUG00000004145	ATPase copper transporting beta 
ENSOCUG00000024372	
ENSOCUG00000026295	
ENSOCUG00000007584	trace amine associated receptor 2 
ENSOCUG00000017485	trace amine associated receptor 1 
ENSOCUG00000002109	vanin 1 
ENSOCUG00000002119	vanin 2 
ENSOCUG00000014362	integrin subunit alpha L 
ENSOCUG00000014410	
ENSOCUG00000024835	ALG11, alpha-1,2-mannosyltransferase 
ENSOCUG00000001601	solute carrier family 18 member B1 
ENSOCUG00000017719	NIMA related kinase 5 
ENSOCUG00000001606	ribosomal protein S12 
ENSOCUG00000017727	
ENSOCUG00000000635	EYA transcriptional coactivator and phosphatase 4 
ENSOCUG00000023933	
ENSOCUG00000013336	
ENSOCUG00000017761	transcription factor 21 
ENSOCUG00000007091	TATA-box binding protein like 1 
ENSOCUG00000015505	vacuolar protein sorting 36 homolog 
ENSOCUG00000007095	solute carrier family 2 member 12 
ENSOCUG00000014367	serum/glucocorticoid regulated kinase 1 
ENSOCUG00000015496	thrombospondin type 1 domain containing 1 
ENSOCUG00000011613	aldehyde dehydrogenase 8 family member A1 
ENSOCUG00000029405	
ENSOCUG00000011619	HBS1 like translational GTPase 
ENSOCUG00000003971	
ENSOCUG00000010414	
ENSOCUG00000011633	MYB proto-oncogene, transcription factor 
ENSOCUG00000003809	Kruppel like factor 11 
ENSOCUG00000010802	selenophosphate synthetase 2 
ENSOCUG00000010090	dCTP pyrophosphatase 1 
ENSOCUG00000013651	
ENSOCUG00000017717	grainyhead like transcription factor 1 
ENSOCUG00000023559	septin 1 
ENSOCUG00000011645	Abelson helper integration site 1 
ENSOCUG00000023462	myosin light chain, phosphorylatable, fast skeletal muscle 
ENSOCUG00000005643	TATA-box binding protein associated factor, RNA polymerase I subunit B 
ENSOCUG00000016632	phosphodiesterase 7B 
ENSOCUG00000028159	
ENSOCUG00000010482	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta 
ENSOCUG00000027396	TBC1 domain family member 10B 
ENSOCUG00000023560	
ENSOCUG00000016363	
ENSOCUG00000027052	
ENSOCUG00000010474	
ENSOCUG00000016373	
ENSOCUG00000004129	
ENSOCUG00000025456	microtubule associated protein 7 
ENSOCUG00000029037	sialophorin 
ENSOCUG00000007720	
ENSOCUG00000020991	
ENSOCUG00000029613	
ENSOCUG00000026669	isoamyl acetate-hydrolyzing esterase 1 homolog 
ENSOCUG00000015434	mitogen-activated protein kinase kinase kinase 5 
ENSOCUG00000003728	cleavage and polyadenylation specific factor 3 
ENSOCUG00000005413	peroxisomal biogenesis factor 7 
ENSOCUG00000005418	solute carrier family 35 member D3 
ENSOCUG00000015696	interleukin 20 receptor subunit alpha 
ENSOCUG00000022021	interleukin 22 receptor subunit alpha 2 
ENSOCUG00000013254	interferon gamma receptor 1 
ENSOCUG00000003726	
ENSOCUG00000017289	oligodendrocyte transcription factor 3 
ENSOCUG00000002310	TNF alpha induced protein 3 
ENSOCUG00000003719	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 
ENSOCUG00000004238	
ENSOCUG00000004754	ARFGEF family member 3 
ENSOCUG00000013425	heme binding protein 2 
ENSOCUG00000013429	NHS like 1 
ENSOCUG00000010302	coiled-coil domain containing 28A 
ENSOCUG00000025467	
ENSOCUG00000016837	epithelial cell transforming 2 like 
ENSOCUG00000016985	membrane bound O-acyltransferase domain containing 2 
ENSOCUG00000016844	RALBP1 associated Eps domain containing 1 
ENSOCUG00000003996	kinase D-interacting substrate 220kDa 
ENSOCUG00000004884	ABRA C-terminal like 
ENSOCUG00000021353	hdc homolog, cell cycle regulator 
ENSOCUG00000022793	
ENSOCUG00000016222	taxilin beta 
ENSOCUG00000001944	neuromedin B receptor 
ENSOCUG00000002554	vesicle trafficking 1 
ENSOCUG00000002559	adhesion G protein-coupled receptor G6 
ENSOCUG00000022044	
ENSOCUG00000020954	ubiquinol-cytochrome c reductase, complex III subunit X 
ENSOCUG00000021875	radial spoke head 14 homolog 
ENSOCUG00000005139	human immunodeficiency virus type I enhancer binding protein 2 
ENSOCUG00000004912	G protein subunit alpha z 
ENSOCUG00000012674	calcium voltage-gated channel subunit alpha1 B 
ENSOCUG00000003607	androgen induced 1 
ENSOCUG00000008925	adenosine deaminase, tRNA specific 2 
ENSOCUG00000004914	RAB36, member RAS oncogene family 
ENSOCUG00000008931	peroxisomal biogenesis factor 3 
ENSOCUG00000017581	euchromatic histone lysine methyltransferase 1 
ENSOCUG00000004923	BCR, RhoGEF and GTPase activating protein 
ENSOCUG00000009614	phosphatase and actin regulator 2 
ENSOCUG00000017576	arrestin domain containing 1 
ENSOCUG00000012225	zinc finger MYND-type containing 19 
ENSOCUG00000009623	
ENSOCUG00000017571	diphthamide biosynthesis 7 
ENSOCUG00000009505	PLAG1 like zinc finger 1 
ENSOCUG00000008752	splicing factor 3b subunit 5 
ENSOCUG00000006334	mitochondrial ribosomal protein L41 
ENSOCUG00000022748	syntaxin 11 
ENSOCUG00000017544	patatin like phospholipase domain containing 7 
ENSOCUG00000000105	sperm antigen with calponin homology and coiled-coil domains 1 like 
ENSOCUG00000015080	utrophin 
ENSOCUG00000008714	adenosine A2a receptor 
ENSOCUG00000004836	beta-ureidopropionase 1 
ENSOCUG00000017537	NMDA receptor synaptonuclear signaling and neuronal migration factor 
ENSOCUG00000004837	guanylyl cyclase domain containing 1 
ENSOCUG00000017564	ectonucleoside triphosphate diphosphohydrolase 8 
ENSOCUG00000009752	
ENSOCUG00000004845	small nuclear ribonucleoprotein D3 polypeptide 
ENSOCUG00000010589	F-box protein 30 
ENSOCUG00000010978	SNF2 histone linker PHD RING helicase 
ENSOCUG00000026549	
ENSOCUG00000009385	SIGLEC family like 1 
ENSOCUG00000006898	glutamate metabotropic receptor 1 
ENSOCUG00000002204	IgLON family member 5 
ENSOCUG00000026403	RAB32, member RAS oncogene family 
ENSOCUG00000012233	gamma-glutamyltransferase 5 
ENSOCUG00000022099	
ENSOCUG00000021202	androglobin 
ENSOCUG00000024439	electron transfer flavoprotein beta subunit 
ENSOCUG00000007488	sushi domain containing 2 
ENSOCUG00000021441	natural killer cell granule protein 7 
ENSOCUG00000022994	lens fiber membrane intrinsic protein  
ENSOCUG00000005905	syntaxin binding protein 5 
ENSOCUG00000010270	
ENSOCUG00000000404	calcineurin binding protein 1 
ENSOCUG00000023412	
ENSOCUG00000013851	SAM and SH3 domain containing 1 
ENSOCUG00000004049	
ENSOCUG00000027879	
ENSOCUG00000023522	
ENSOCUG00000013406	
ENSOCUG00000026742	
ENSOCUG00000025994	
ENSOCUG00000017822	
ENSOCUG00000004420	
ENSOCUG00000013408	iodotyrosine deiodinase 
ENSOCUG00000021226	
ENSOCUG00000005636	
ENSOCUG00000022865	transmembrane protein 249 
ENSOCUG00000016898	pleckstrin homology and RhoGEF domain containing G1 
ENSOCUG00000005061	
ENSOCUG00000005064	
ENSOCUG00000005066	
ENSOCUG00000002781	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like 
ENSOCUG00000024383	macrophage migration inhibitory factor (glycosylation-inhibiting factor) 
ENSOCUG00000024302	galectin 1 
ENSOCUG00000017013	
ENSOCUG00000015691	
ENSOCUG00000003202	TRIO and F-actin binding protein 
ENSOCUG00000002673	A-kinase anchoring protein 12 
ENSOCUG00000022931	zinc finger and BTB domain containing 2 
ENSOCUG00000002509	required for meiotic nuclear division 1 homolog 
ENSOCUG00000020955	glycine C-acetyltransferase 
ENSOCUG00000001411	galanin receptor 3 
ENSOCUG00000002519	acidic residue methyltransferase 1 
ENSOCUG00000006708	actin filament associated protein 1 
ENSOCUG00000024132	
ENSOCUG00000002834	ankyrin repeat domain 54 
ENSOCUG00000022327	
ENSOCUG00000013530	
ENSOCUG00000004829	estrogen receptor 1 
ENSOCUG00000000941	eukaryotic translation initiation factor 3 subunit L 
ENSOCUG00000027017	parvin gamma 
ENSOCUG00000023878	spectrin repeat containing nuclear envelope protein 1 
ENSOCUG00000009412	MICAL like 1 
ENSOCUG00000026794	
ENSOCUG00000009422	chromosome 22 open reading frame 23 
ENSOCUG00000023934	
ENSOCUG00000025148	
ENSOCUG00000005380	
ENSOCUG00000012064	RNA polymerase II subunit F 
ENSOCUG00000017753	myc target 1 
ENSOCUG00000000513	vasoactive intestinal peptide 
ENSOCUG00000012067	SRY-box 10 
ENSOCUG00000029498	protein interacting with PRKCA 1 
ENSOCUG00000000061	F-box protein 5 
ENSOCUG00000000063	
ENSOCUG00000012750	
ENSOCUG00000012773	transmembrane protein 150B 
ENSOCUG00000021054	regulator of G-protein signaling 17 
ENSOCUG00000025394	
ENSOCUG00000016025	opioid receptor mu 1 
ENSOCUG00000024441	
ENSOCUG00000016038	interaction protein for cytohesin exchange factors 1 
ENSOCUG00000014637	protein O-fucosyltransferase 2 
ENSOCUG00000014852	snail family transcriptional repressor 3 
ENSOCUG00000009042	CNKSR family member 3 
ENSOCUG00000004683	adenosine deaminase, RNA specific B1 
ENSOCUG00000021253	
ENSOCUG00000004339	
ENSOCUG00000026063	SR-related CTD associated factor 8 
ENSOCUG00000026421	
ENSOCUG00000029577	
ENSOCUG00000006066	protein argonaute-2  
ENSOCUG00000012137	T-cell lymphoma invasion and metastasis 2 
ENSOCUG00000012154	transcription factor B1, mitochondrial 
ENSOCUG00000012158	claudin 20 
ENSOCUG00000001440	NADPH oxidase 3 
ENSOCUG00000008814	
ENSOCUG00000008879	AT-rich interaction domain 1B 
ENSOCUG00000024736	transmembrane protein 242 
ENSOCUG00000022925	
ENSOCUG00000026187	
ENSOCUG00000015247	zinc finger DHHC-type containing 14 
ENSOCUG00000029137	
ENSOCUG00000006278	
ENSOCUG00000029625	
ENSOCUG00000002796	
ENSOCUG00000013765	sorting nexin 9 
ENSOCUG00000024932	
ENSOCUG00000026972	
ENSOCUG00000011747	zinc finger DHHC-type containing 15 
ENSOCUG00000005388	uracil phosphoribosyltransferase homolog 
ENSOCUG00000004762	synaptojanin 2 
ENSOCUG00000016847	ATP binding cassette subfamily B member 7 
ENSOCUG00000004776	serine active site containing 1 
ENSOCUG00000008722	KIAA2022 
ENSOCUG00000022420	
ENSOCUG00000002847	ring finger protein, LIM domain interacting 
ENSOCUG00000025009	general transcription factor IIH subunit 5 
ENSOCUG00000022885	
ENSOCUG00000001444	tubby like protein 4 
ENSOCUG00000001197	solute carrier family 16 member 2 
ENSOCUG00000026411	
ENSOCUG00000008008	zinc finger CCHC-type containing 13 
ENSOCUG00000012985	transmembrane protein 181 
ENSOCUG00000029355	
ENSOCUG00000013012	dynein light chain Tctex-type 1 
ENSOCUG00000021274	
ENSOCUG00000003823	synaptotagmin like 3 
ENSOCUG00000003829	ezrin  
ENSOCUG00000007210	radial spoke 3 homolog 
ENSOCUG00000000631	T-cell activation RhoGTPase activating protein 
ENSOCUG00000015039	fibronectin type III domain containing 1 
ENSOCUG00000024780	
ENSOCUG00000022337	superoxide dismutase 2, mitochondrial 
ENSOCUG00000013836	
ENSOCUG00000013847	T-complex protein 1 subunit alpha  
ENSOCUG00000013858	mitochondrial ribosomal protein L18 
ENSOCUG00000013867	PARN like, ribonuclease domain containing 1 
ENSOCUG00000008785	insulin like growth factor 2 receptor 
ENSOCUG00000002539	solute carrier family 22 member 1 
ENSOCUG00000002542	solute carrier family 22 member 2 
ENSOCUG00000004222	organic cation transporter 3  
ENSOCUG00000001766	
ENSOCUG00000017154	mitogen-activated protein kinase kinase kinase 4 
ENSOCUG00000016795	1-acylglycerol-3-phosphate O-acyltransferase 4 
ENSOCUG00000025007	
ENSOCUG00000015238	
ENSOCUG00000025750	
ENSOCUG00000013289	
ENSOCUG00000004117	
ENSOCUG00000016006	chromosome 6 open reading frame 118 
ENSOCUG00000009218	phosphodiesterase 10A 
ENSOCUG00000029558	
ENSOCUG00000000660	T brachyury transcription factor 
ENSOCUG00000023172	
ENSOCUG00000002278	phosphatidylglycerophosphate synthase 1 
ENSOCUG00000002284	
ENSOCUG00000022510	
ENSOCUG00000028189	
ENSOCUG00000026763	
ENSOCUG00000023075	
ENSOCUG00000014251	WD repeat domain 31 
ENSOCUG00000005054	ring finger protein 183 
ENSOCUG00000005046	pre-mRNA processing factor 4 
ENSOCUG00000005044	cell division cycle 26 
ENSOCUG00000005040	solute carrier family 31 member 1 
ENSOCUG00000005028	
ENSOCUG00000026691	solute carrier family 31 member 2 
ENSOCUG00000029203	ZFP37 zinc finger protein 
ENSOCUG00000026544	cytochrome P450 2A11  
ENSOCUG00000009840	solute carrier family 46 member 2 
ENSOCUG00000009834	sorting nexin family member 30 
ENSOCUG00000016717	INTS3 and NABP interacting protein 
ENSOCUG00000016711	KIAA1958 
ENSOCUG00000016808	hydroxysteroid dehydrogenase like 2 
ENSOCUG00000017670	polypyrimidine tract binding protein 3 
ENSOCUG00000010435	sushi domain containing 1 
ENSOCUG00000021292	
ENSOCUG00000014366	UDP-glucose ceramide glucosyltransferase 
ENSOCUG00000016284	chromosome 9 open reading frame 84 
ENSOCUG00000008533	
ENSOCUG00000025587	
ENSOCUG00000022867	prostaglandin reductase 1  
ENSOCUG00000004879	
ENSOCUG00000004283	
ENSOCUG00000004268	KIAA0368 
ENSOCUG00000004267	olfactory receptor family 2 subfamily K member 2 
ENSOCUG00000026842	lysophosphatidic acid receptor 1 
ENSOCUG00000017885	muscle associated receptor tyrosine kinase 
ENSOCUG00000016227	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 
ENSOCUG00000029370	thioredoxin domain containing 8 
ENSOCUG00000025279	chromosome 9 open reading frame 152 
ENSOCUG00000025387	PALM2-AKAP2 readthrough 
ENSOCUG00000001034	protein tyrosine phosphatase, non-receptor type 3 
ENSOCUG00000016177	erythrocyte membrane protein band 4.1 like 4B 
ENSOCUG00000014570	
ENSOCUG00000001887	transmembrane protein 245 
ENSOCUG00000022183	catenin alpha like 1 
ENSOCUG00000001882	family with sequence similarity 206 member A 
ENSOCUG00000001868	elongator complex protein 1  
ENSOCUG00000011656	actin like 7A 
ENSOCUG00000015782	actin like 7B 
ENSOCUG00000005904	
ENSOCUG00000007316	
ENSOCUG00000012546	zinc finger protein 462 
ENSOCUG00000006876	
ENSOCUG00000005809	fukutin 
ENSOCUG00000023297	fibronectin type III and SPRY domain containing 1 like 
ENSOCUG00000005946	solute carrier family 44 member 1 
ENSOCUG00000009279	ATP binding cassette subfamily A member 1 
ENSOCUG00000007880	
ENSOCUG00000021309	olfactory receptor family 13 subfamily D member 1 
ENSOCUG00000016379	olfactory receptor family 13 subfamily C member 8 
ENSOCUG00000016376	olfactory receptor family 13 subfamily C member 3 
ENSOCUG00000006906	olfactory receptor family 13 subfamily F member 1 
ENSOCUG00000026615	
ENSOCUG00000005655	structural maintenance of chromosomes 2 
ENSOCUG00000012947	signal peptidase complex subunit 2 
ENSOCUG00000009135	cylicin 2 
ENSOCUG00000016738	glutamate ionotropic receptor NMDA type subunit 3A 
ENSOCUG00000012019	ring finger protein 20 
ENSOCUG00000003133	transmembrane protein 246 
ENSOCUG00000027506	
ENSOCUG00000014944	aldolase, fructose-bisphosphate B 
ENSOCUG00000014941	zinc finger protein 189 
ENSOCUG00000006340	mitochondrial ribosomal protein L50 
ENSOCUG00000009723	bile acid-CoA:amino acid N-acyltransferase 
ENSOCUG00000026800	
ENSOCUG00000013668	phospholipid phosphatase related 1 
ENSOCUG00000022518	
ENSOCUG00000025109	
ENSOCUG00000022294	muscle related coiled-coil protein 
ENSOCUG00000006373	
ENSOCUG00000004242	testis expressed 10 
ENSOCUG00000004233	inversin 
ENSOCUG00000021475	
ENSOCUG00000004220	endoplasmic reticulum protein 44 
ENSOCUG00000004217	syntaxin 17 
ENSOCUG00000000737	nuclear receptor subfamily 4 group A member 3 
ENSOCUG00000005676	ALG2, alpha-1,3/1,6-mannosyltransferase 
ENSOCUG00000016292	transforming growth factor beta receptor 1 
ENSOCUG00000016236	collagen type XV alpha 1 chain 
ENSOCUG00000016221	polypeptide N-acetylgalactosaminyltransferase 12 
ENSOCUG00000016201	ankyrin repeat and sterile alpha motif domain containing 6 
ENSOCUG00000016527	gamma-aminobutyric acid type B receptor subunit 2 
ENSOCUG00000016513	TBC1 domain family member 2 
ENSOCUG00000003918	coronin 2A 
ENSOCUG00000003913	tripartite motif containing 14 
ENSOCUG00000012467	N-acetylneuraminate synthase 
ENSOCUG00000029397	
ENSOCUG00000010701	hemogen 
ENSOCUG00000013794	tRNA methyltransferase O 
ENSOCUG00000022454	forkhead box E1 
ENSOCUG00000013881	
ENSOCUG00000013853	nuclear cap binding protein subunit 1 
ENSOCUG00000013841	thiosulfate sulfurtransferase like domain containing 2 
ENSOCUG00000013831	tropomodulin 1 
ENSOCUG00000000060	tudor domain containing 7 
ENSOCUG00000029006	
ENSOCUG00000025908	
ENSOCUG00000007935	insulin like growth factor binding protein like 1 
ENSOCUG00000023726	aldehyde dehydrogenase 1 family member B1 
ENSOCUG00000003832	SH2 domain containing adaptor protein B 
ENSOCUG00000028150	
ENSOCUG00000003830	
ENSOCUG00000002438	DDB1 and CUL4 associated factor 10 
ENSOCUG00000003598	
ENSOCUG00000010994	tRNA methyltransferase 10B 
ENSOCUG00000000068	FERM and PDZ domain containing 1 
ENSOCUG00000001996	
ENSOCUG00000001992	F-box protein 10 
ENSOCUG00000024773	RNA polymerase I subunit E 
ENSOCUG00000007041	zinc finger and BTB domain containing 5 
ENSOCUG00000007031	glyoxylate and hydroxypyruvate reductase 
ENSOCUG00000001002	
ENSOCUG00000021912	
ENSOCUG00000012281	paired box 5 
ENSOCUG00000001041	maternal embryonic leucine zipper kinase 
ENSOCUG00000014164	
ENSOCUG00000000010	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase 
ENSOCUG00000000009	clathrin light chain A 
ENSOCUG00000000008	calicin 
ENSOCUG00000000007	GLI pathogenesis related 2 
ENSOCUG00000015652	reversion inducing cysteine rich protein with kazal motifs 
ENSOCUG00000011572	
ENSOCUG00000025461	
ENSOCUG00000027037	
ENSOCUG00000024893	
ENSOCUG00000016656	olfactory receptor family 13 subfamily J member 1 
ENSOCUG00000026831	
ENSOCUG00000016636	
ENSOCUG00000016631	family with sequence similarity 221 member B 
ENSOCUG00000027206	
ENSOCUG00000006464	
ENSOCUG00000006453	natriuretic peptide receptor 2 
ENSOCUG00000027782	microseminoprotein, prostate associated 
ENSOCUG00000010265	RGP1 homolog, RAB6A GEF complex partner 1 
ENSOCUG00000010248	glucosylceramidase beta 2 
ENSOCUG00000028989	cAMP responsive element binding protein 3 
ENSOCUG00000010203	talin 1 
ENSOCUG00000010198	tropomyosin 2 (beta) 
ENSOCUG00000010187	carbonic anhydrase 9 
ENSOCUG00000010181	Rho guanine nucleotide exchange factor 39 
ENSOCUG00000010176	coiled-coil domain containing 107 
ENSOCUG00000027505	signaling threshold regulating transmembrane adaptor 1 
ENSOCUG00000010170	CD72 molecule 
ENSOCUG00000010158	testis-specific kinase 1 
ENSOCUG00000026734	family with sequence similarity 166 member B 
ENSOCUG00000011571	RUN and SH3 domain containing 2 
ENSOCUG00000011567	
ENSOCUG00000011954	unc-13 homolog B 
ENSOCUG00000006457	family with sequence similarity 214 member B 
ENSOCUG00000006451	stomatin like 2 
ENSOCUG00000002653	phosphatidylinositol glycan anchor biosynthesis class O 
ENSOCUG00000006442	Fanconi anemia complementation group G 
ENSOCUG00000006433	valosin containing protein 
ENSOCUG00000015327	chromosome 9 open reading frame 131 
ENSOCUG00000027846	DnaJ heat shock protein family (Hsp40) member B5 
ENSOCUG00000017140	PHD finger protein 24 
ENSOCUG00000000319	family with sequence similarity 205 member C 
ENSOCUG00000027571	
ENSOCUG00000001904	
ENSOCUG00000021045	
ENSOCUG00000016448	C-C motif chemokine ligand 21 
ENSOCUG00000001515	C-C motif chemokine ligand 19 
ENSOCUG00000001224	C-C motif chemokine ligand 27 
ENSOCUG00000023782	interleukin 11 receptor subunit alpha 
ENSOCUG00000024714	galactose-1-phosphate uridylyltransferase 
ENSOCUG00000000364	sigma non-opioid intracellular receptor 1 
ENSOCUG00000000361	AT-rich interaction domain 3C 
ENSOCUG00000000358	dynactin subunit 3 
ENSOCUG00000000357	ribonuclease P/MRP subunit p25 like 
ENSOCUG00000000355	ciliary neurotrophic factor receptor 
ENSOCUG00000015352	energy homeostasis associated 
ENSOCUG00000015336	dynein axonemal intermediate chain 1 
ENSOCUG00000026083	family with sequence similarity 219 member A 
ENSOCUG00000004770	chromosome 9 open reading frame 24 
ENSOCUG00000004768	KIAA1161 
ENSOCUG00000006219	nudix hydrolase 2 
ENSOCUG00000009071	kinesin family member 24 
ENSOCUG00000009069	
ENSOCUG00000008044	DDB1 and CUL4 associated factor 12 
ENSOCUG00000002573	ubiquitin associated protein 2 
ENSOCUG00000023588	ubiquitin conjugating enzyme E2 R2 
ENSOCUG00000026918	nucleolar protein 6 
ENSOCUG00000017852	aquaporin 3 (Gill blood group) 
ENSOCUG00000017851	
ENSOCUG00000008957	nuclear transcription factor, X-box binding 1 
ENSOCUG00000008948	charged multivesicular body protein 5 
ENSOCUG00000008945	
ENSOCUG00000008937	serine peptidase inhibitor, Kazal type 4 
ENSOCUG00000022234	beta-1,4-galactosyltransferase 1 
ENSOCUG00000024998	
ENSOCUG00000008928	DNA replication regulator and spliceosomal factor 
ENSOCUG00000004833	DnaJ heat shock protein family (Hsp40) member A1 
ENSOCUG00000000738	
ENSOCUG00000008320	transmembrane protein 215 
ENSOCUG00000005089	NADH:ubiquinone oxidoreductase subunit B6 
ENSOCUG00000005077	TOP1 binding arginine/serine rich protein 
ENSOCUG00000004710	DExD/H-box helicase 58 
ENSOCUG00000015960	aconitase 1 
ENSOCUG00000024611	
ENSOCUG00000006510	chromosome 9 open reading frame 72 
ENSOCUG00000002019	interferon kappa 
ENSOCUG00000017681	MOB kinase activator 3B 
ENSOCUG00000017675	equatorin 
ENSOCUG00000021090	
ENSOCUG00000017666	TEK receptor tyrosine kinase 
ENSOCUG00000001320	intraflagellar transport 74 
ENSOCUG00000029228	leucine rich repeat containing 19 
ENSOCUG00000015471	phospholipase A2 activating protein 
ENSOCUG00000015461	caspase activity and apoptosis inhibitor 1 
ENSOCUG00000023508	
ENSOCUG00000003706	ribosomal protein L8 
ENSOCUG00000021557	
ENSOCUG00000027058	
ENSOCUG00000017580	tumor suppressor candidate 1 
ENSOCUG00000022724	IZUMO family member 3 
ENSOCUG00000005891	ELAV like RNA binding protein 2 
ENSOCUG00000022381	
ENSOCUG00000022465	
ENSOCUG00000006069	DMRT like family A1 
ENSOCUG00000012306	cyclin dependent kinase inhibitor 2B 
ENSOCUG00000027972	cyclin dependent kinase inhibitor 2A 
ENSOCUG00000020898	ring finger protein 2 
ENSOCUG00000012289	
ENSOCUG00000021343	
ENSOCUG00000015666	
ENSOCUG00000022254	
ENSOCUG00000028068	
ENSOCUG00000021714	
ENSOCUG00000027561	
ENSOCUG00000008548	kelch like family member 9 
ENSOCUG00000021872	
ENSOCUG00000022979	
ENSOCUG00000023654	
ENSOCUG00000021123	
ENSOCUG00000022525	
ENSOCUG00000020925	
ENSOCUG00000023921	
ENSOCUG00000021649	interferon beta 1 
ENSOCUG00000029669	3-hydroxyacyl-CoA dehydratase 4 
ENSOCUG00000006192	focadhesin 
ENSOCUG00000008137	MLLT3, super elongation complex subunit 
ENSOCUG00000002462	solute carrier family 24 member 2 
ENSOCUG00000012439	alkaline ceramidase 2 
ENSOCUG00000025352	
ENSOCUG00000003336	ribosomal protein S6 
ENSOCUG00000003320	DENN domain containing 4C 
ENSOCUG00000012244	perilipin 2 
ENSOCUG00000003507	HAUS augmin like complex subunit 6 
ENSOCUG00000003506	Ras related GTP binding A 
ENSOCUG00000012362	stabilizer of axonemal microtubules 1 
ENSOCUG00000004895	ADAMTS like 1 
ENSOCUG00000001183	SH3 domain containing GRB2 like 2, endophilin A1 
ENSOCUG00000002551	centlein 
ENSOCUG00000004460	basonuclin 2 
ENSOCUG00000025328	
ENSOCUG00000029063	chromosome 9 open reading frame 92 
ENSOCUG00000009327	coiled-coil domain containing 171 
ENSOCUG00000009319	PC4 and SFRS1 interacting protein 1 
ENSOCUG00000009315	small nuclear RNA activating complex polypeptide 3 
ENSOCUG00000010656	tetratricopeptide repeat domain 39B 
ENSOCUG00000010379	FRAS1 related extracellular matrix 1 
ENSOCUG00000010374	cerberus 1, DAN family BMP antagonist 
ENSOCUG00000010367	zinc finger DHHC-type containing 21 
ENSOCUG00000004249	nuclear factor I B 
ENSOCUG00000004401	multiple PDZ domain crumbs cell polarity complex component 
ENSOCUG00000004226	leucine rich adaptor protein 1 like 
ENSOCUG00000004221	tyrosinase related protein 1 
ENSOCUG00000005565	
ENSOCUG00000000847	protein tyrosine phosphatase, receptor type D 
ENSOCUG00000027888	
ENSOCUG00000000982	transmembrane protein 261 
ENSOCUG00000006819	
ENSOCUG00000025891	splicing factor 3a subunit 2 
ENSOCUG00000004106	glycine decarboxylase 
ENSOCUG00000000518	ubiquitin like with PHD and ring finger domains 2 
ENSOCUG00000016443	tumor protein D52 like 3 
ENSOCUG00000013813	interleukin 33 
ENSOCUG00000008471	RAN binding protein 6 
ENSOCUG00000011554	
ENSOCUG00000016474	
ENSOCUG00000016469	melan-A 
ENSOCUG00000017609	endoplasmic reticulum metallopeptidase 1 
ENSOCUG00000010108	RIC1 homolog, RAB6A GEF complex partner 1 
ENSOCUG00000008117	CD274 molecule 
ENSOCUG00000008095	plasminogen receptor with a C-terminal lysine 
ENSOCUG00000027403	Oryctolagus cuniculus relaxin 1 (RLN1), mRNA. 
ENSOCUG00000008103	
ENSOCUG00000025640	
ENSOCUG00000026316	
ENSOCUG00000013682	insulin like 6 
ENSOCUG00000016853	Janus kinase 2 
ENSOCUG00000008161	RNA terminal phosphate cyclase like 1 
ENSOCUG00000011411	adenylate kinase 3 
ENSOCUG00000003468	cell division cycle 37 like 1 
ENSOCUG00000003455	spermatogenesis associated 6 like 
ENSOCUG00000003465	phospholipid phosphatase 6 
ENSOCUG00000022202	
